,Day,High,Low,Precip,Month,Year,Days,Date
0,01-Jan-15,33.1,22.1,0,1,2015,1,112015
1,02-Jan-15,41,31.1,0,1,2015,2,212015
2,03-Jan-15,37,22.1,0.62,1,2015,3,312015
3,04-Jan-15,52,35.1,0.57,1,2015,4,412015
4,05-Jan-15,50,17.2,0,1,2015,5,512015
5,06-Jan-15,18.1,15.3,0.02,1,2015,6,612015
7,08-Jan-15,19.2,-0.8,0,1,2015,8,812015
8,09-Jan-15,30.2,19.2,0.01,1,2015,9,912015
9,10-Jan-15,24.3,17.2,0,1,2015,10,1012015
10,11-Jan-15,33.1,15.3,0,1,2015,11,1112015
11,12-Jan-15,37.9,33.1,0.2,1,2015,12,1212015
12,13-Jan-15,35.1,15.3,0,1,2015,13,1312015
14,15-Jan-15,31.1,25.2,0.12,1,2015,15,1512015
15,16-Jan-15,37.9,15.3,0,1,2015,16,1612015
16,17-Jan-15,22.1,9.1,0,1,2015,17,1712015
17,18-Jan-15,51.1,20.1,0.15,1,2015,18,1812015
18,19-Jan-15,46,32,0,1,2015,19,1912015
19,20-Jan-15,39,27.1,0,1,2015,20,2012015
20,21-Jan-15,34,22.1,0,1,2015,21,2112015
22,23-Jan-15,37,24.3,0,1,2015,23,2312015
23,24-Jan-15,34,31.1,0.71,1,2015,24,2412015
24,25-Jan-15,37.9,19.2,0,1,2015,25,2512015
25,26-Jan-15,29.1,11.1,0.1,1,2015,26,2612015
26,27-Jan-15,19.2,14.2,0.95,1,2015,27,2712015
27,28-Jan-15,24.3,13.1,0.01,1,2015,28,2812015
29,30-Jan-15,34,19.2,0.06,1,2015,30,3012015
30,31-Jan-15,21.2,11.1,0.05,1,2015,31,3112015
31,01-Feb-15,30.2,12.2,0,2,2015,1,122015
32,02-Feb-15,31.1,10.2,0.78,2,2015,2,222015
33,03-Feb-15,22.1,6.3,0,2,2015,3,322015
34,04-Feb-15,37.9,14.2,0.01,2,2015,4,422015
35,05-Feb-15,36,7.2,0.09,2,2015,5,522015
37,07-Feb-15,29.1,16.2,0.07,2,2015,7,722015
38,08-Feb-15,29.1,13.1,0.37,2,2015,8,822015
39,09-Feb-15,25.2,14.2,0.88,2,2015,9,922015
40,10-Feb-15,30.2,14.2,0.05,2,2015,10,1022015
41,11-Feb-15,25.2,14.2,0.01,2,2015,11,1122015
42,12-Feb-15,30.2,16.2,0.03,2,2015,12,1222015
43,13-Feb-15,22.1,7.2,0,2,2015,13,1322015
44,14-Feb-15,30.2,3.2,0.23,2,2015,14,1422015
45,15-Feb-15,20.1,-1.8,0.39,2,2015,15,1522015
46,16-Feb-15,19.2,-2.7,0,2,2015,16,1622015
47,17-Feb-15,23.2,10.2,0.02,2,2015,17,1722015
48,18-Feb-15,29.1,17.2,0.01,2,2015,18,1822015
49,19-Feb-15,30.2,10.2,0.06,2,2015,19,1922015
50,20-Feb-15,20.1,5.2,0,2,2015,20,2022015
51,21-Feb-15,34,4.1,0.17,2,2015,21,2122015
52,22-Feb-15,39,28.2,0.11,2,2015,22,2222015
53,23-Feb-15,33.1,4.1,0,2,2015,23,2322015
55,25-Feb-15,35.1,14.2,0.07,2,2015,25,2522015
56,26-Feb-15,22.1,17.2,0.02,2,2015,26,2622015
57,27-Feb-15,27.1,15.3,0,2,2015,27,2722015
58,28-Feb-15,31.1,12.2,0,2,2015,28,2822015
59,01-Mar-15,30.2,12.2,0.17,3,2015,1,132015
60,02-Mar-15,37,26.2,0.01,3,2015,2,232015
61,03-Mar-15,33.1,20.1,0.26,3,2015,3,332015
62,04-Mar-15,43,33.1,0.02,3,2015,4,432015
64,06-Mar-15,24.3,9.1,0,3,2015,6,632015
65,07-Mar-15,37.9,17.2,0,3,2015,7,732015
67,09-Mar-15,48,26.2,0,3,2015,9,932015
68,10-Mar-15,48,31.1,0.06,3,2015,10,1032015
69,11-Mar-15,57,37,0.01,3,2015,11,1132015
70,12-Mar-15,43,25.2,0,3,2015,12,1232015
71,13-Mar-15,39.9,24.3,0,3,2015,13,1332015
72,14-Mar-15,39,31.1,0.8,3,2015,14,1432015
73,15-Mar-15,41,27.1,0.27,3,2015,15,1532015
74,16-Mar-15,45,26.2,0,3,2015,16,1632015
75,17-Mar-15,51.1,28.2,0.14,3,2015,17,1732015
76,18-Mar-15,30.2,22.1,0,3,2015,18,1832015
77,19-Mar-15,34,19.2,0,3,2015,19,1932015
78,20-Mar-15,32,23.2,0.05,3,2015,20,2032015
79,21-Mar-15,41,28.2,0.09,3,2015,21,2132015
80,22-Mar-15,39,21.2,0,3,2015,22,2232015
81,23-Mar-15,33.1,18.1,0,3,2015,23,2332015
82,24-Mar-15,35.1,20.1,0,3,2015,24,2432015
83,25-Mar-15,48.9,28.2,0.04,3,2015,25,2532015
84,26-Mar-15,55.9,37.9,0.8,3,2015,26,2632015
85,27-Mar-15,44.1,37,0.21,3,2015,27,2732015
86,28-Mar-15,39.9,30.2,0.12,3,2015,28,2832015
87,29-Mar-15,42.1,26.2,0,3,2015,29,2932015
89,31-Mar-15,50,37,0,3,2015,31,3132015
90,01-Apr-15,46.9,30.2,0,4,2015,1,142015
91,02-Apr-15,61,30.2,0,4,2015,2,242015
92,03-Apr-15,59,45,0.03,4,2015,3,342015
93,04-Apr-15,52,36,0.39,4,2015,4,442015
94,05-Apr-15,48.9,32,0,4,2015,5,542015
95,06-Apr-15,42.1,36,0,4,2015,6,642015
96,07-Apr-15,42.1,36,0.03,4,2015,7,742015
97,08-Apr-15,42.1,34,0.26,4,2015,8,842015
98,09-Apr-15,37,33.1,0.09,4,2015,9,942015
99,10-Apr-15,55,36,0.09,4,2015,10,1042015
100,11-Apr-15,57,42.1,0,4,2015,11,1142015
101,12-Apr-15,68,39,0,4,2015,12,1242015
102,13-Apr-15,69.1,41,0,4,2015,13,1342015
103,14-Apr-15,64.9,52,0.01,4,2015,14,1442015
104,15-Apr-15,66.9,50,0,4,2015,15,1542015
105,16-Apr-15,60.1,41,0,4,2015,16,1642015
106,17-Apr-15,64.9,46.9,0.06,4,2015,17,1742015
107,18-Apr-15,60.1,43,0,4,2015,18,1842015
108,19-Apr-15,50,41,0,4,2015,19,1942015
109,20-Apr-15,51.1,41,0.61,4,2015,20,2042015
110,21-Apr-15,64.9,46,0.54,4,2015,21,2142015
112,23-Apr-15,51.1,37.9,0,4,2015,23,2342015
114,25-Apr-15,55.9,36,0,4,2015,25,2542015
115,26-Apr-15,55.9,43,0,4,2015,26,2642015
116,27-Apr-15,57,45,0.1,4,2015,27,2742015
117,28-Apr-15,64,42.1,0.07,4,2015,28,2842015
118,29-Apr-15,54,48,0,4,2015,29,2942015
119,30-Apr-15,55,44.1,0,4,2015,30,3042015
120,01-May-15,48.9,39,0,5,2015,1,152015
121,02-May-15,50,39,0,5,2015,2,252015
122,03-May-15,66.9,45,0,5,2015,3,352015
123,04-May-15,84,48.9,0,5,2015,4,452015
124,05-May-15,70,54,0.02,5,2015,5,552015
125,06-May-15,73,52,0,5,2015,6,652015
126,07-May-15,79,53.1,0,5,2015,7,752015
127,08-May-15,71.1,46,0,5,2015,8,852015
128,09-May-15,71.1,46,0,5,2015,9,952015
129,10-May-15,89.1,59,0,5,2015,10,1052015
130,11-May-15,80.1,50,0,5,2015,11,1152015
131,12-May-15,87.1,48,0.02,5,2015,12,1252015
132,13-May-15,69.1,53.1,0,5,2015,13,1352015
133,14-May-15,69.1,48.9,0,5,2015,14,1452015
134,15-May-15,66.9,48,0,5,2015,15,1552015
136,17-May-15,66.9,52,0,5,2015,17,1752015
137,18-May-15,57.9,48.9,0,5,2015,18,1852015
138,19-May-15,64.9,52,0.27,5,2015,19,1952015
139,20-May-15,66,51.1,0,5,2015,20,2052015
140,21-May-15,66.9,45,0,5,2015,21,2152015
142,23-May-15,64.9,44.1,0,5,2015,23,2352015
143,24-May-15,82.9,51.1,0,5,2015,24,2452015
145,26-May-15,87.1,64,0,5,2015,26,2652015
146,27-May-15,84.9,64.9,0,5,2015,27,2752015
148,29-May-15,72,55,0,5,2015,29,2952015
149,30-May-15,88,57.9,0,5,2015,30,3052015
150,31-May-15,77,48,0.91,5,2015,31,3152015
151,01-Jun-15,48.9,46.9,0.38,6,2015,1,162015
152,02-Jun-15,48.9,46,0.74,6,2015,2,262015
153,03-Jun-15,55.9,46.9,0,6,2015,3,362015
154,04-Jun-15,57.9,48.9,0,6,2015,4,462015
156,06-Jun-15,66.9,52,0.09,6,2015,6,662015
157,07-Jun-15,66.9,53.1,0,6,2015,7,762015
160,10-Jun-15,82,62.1,0,6,2015,10,1062015
161,11-Jun-15,88,64,0,6,2015,11,1162015
162,12-Jun-15,79,64.9,0,6,2015,12,1262015
164,14-Jun-15,73.9,62.1,0,6,2015,14,1462015
165,15-Jun-15,63,54,0.4,6,2015,15,1562015
167,17-Jun-15,69.1,59,0,6,2015,17,1762015
168,18-Jun-15,75.9,57,0,6,2015,18,1862015
169,19-Jun-15,86,63,0,6,2015,19,1962015
170,20-Jun-15,75,57.9,0.04,6,2015,20,2062015
171,21-Jun-15,75.9,60.1,1.72,6,2015,21,2162015
172,22-Jun-15,77,61,0,6,2015,22,2262015
173,23-Jun-15,88,60.1,0.01,6,2015,23,2362015
174,24-Jun-15,84,66.9,0,6,2015,24,2462015
175,25-Jun-15,81,64,0,6,2015,25,2562015
177,27-Jun-15,68,57,0.2,6,2015,27,2762015
178,28-Jun-15,59,52,1.43,6,2015,28,2862015
180,30-Jun-15,75,60.1,0,6,2015,30,3062015
181,01-Jul-15,82,62.1,0.54,7,2015,1,172015
182,02-Jul-15,80.1,64,0,7,2015,2,272015
183,03-Jul-15,75.9,63,0,7,2015,3,372015
185,05-Jul-15,82.9,61,0,7,2015,5,572015
186,06-Jul-15,80.1,68,0,7,2015,6,672015
187,07-Jul-15,84,64.9,0.02,7,2015,7,772015
189,09-Jul-15,69.1,63,0.15,7,2015,9,972015
190,10-Jul-15,77,60.1,1.12,7,2015,10,1072015
191,11-Jul-15,82.9,68,0,7,2015,11,1172015
192,12-Jul-15,89.1,72,0,7,2015,12,1272015
193,13-Jul-15,77,66.9,0,7,2015,13,1372015
194,14-Jul-15,82,64.9,0.03,7,2015,14,1472015
196,16-Jul-15,68,59,0,7,2015,16,1672015
198,18-Jul-15,78.1,64,0.14,7,2015,18,1872015
202,22-Jul-15,84,69.1,0,7,2015,22,2272015
203,23-Jul-15,82,66.9,0,7,2015,23,2372015
204,24-Jul-15,81,66,0.01,7,2015,24,2472015
205,25-Jul-15,69.1,62.1,0,7,2015,25,2572015
207,27-Jul-15,86,68,0.06,7,2015,27,2772015
208,28-Jul-15,86,70,0,7,2015,28,2872015
209,29-Jul-15,91.9,71.1,0,7,2015,29,2972015
210,30-Jul-15,91,73.9,0.02,7,2015,30,3072015
211,31-Jul-15,89.1,73,0,7,2015,31,3172015
213,02-Aug-15,88,68,0,8,2015,2,282015
214,03-Aug-15,90,68,0,8,2015,3,382015
215,04-Aug-15,89.1,66,0.49,8,2015,4,482015
216,05-Aug-15,84.9,64.9,0,8,2015,5,582015
217,06-Aug-15,82,64.9,0,8,2015,6,682015
218,07-Aug-15,73,64,0,8,2015,7,782015
219,08-Aug-15,75.9,61,0,8,2015,8,882015
220,09-Aug-15,73,62.1,0,8,2015,9,982015
221,10-Aug-15,82.9,63,0,8,2015,10,1082015
222,11-Aug-15,72,64,0.83,8,2015,11,1182015
223,12-Aug-15,84.9,68,0,8,2015,12,1282015
224,13-Aug-15,82,66,0,8,2015,13,1382015
225,14-Aug-15,86,63,0,8,2015,14,1482015
226,15-Aug-15,91,68,0.08,8,2015,15,1582015
227,16-Aug-15,90,66.9,0,8,2015,16,1682015
228,17-Aug-15,91,71.1,0,8,2015,17,1782015
229,18-Aug-15,87.1,71.1,0.14,8,2015,18,1882015
230,19-Aug-15,88,71.1,0,8,2015,19,1982015
231,20-Aug-15,78.1,68,0,8,2015,20,2082015
232,21-Aug-15,82.9,66.9,0.63,8,2015,21,2182015
234,23-Aug-15,71.1,66.9,0.02,8,2015,23,2382015
236,25-Aug-15,81,66.9,0,8,2015,25,2582015
238,27-Aug-15,82,64.9,0,8,2015,27,2782015
239,28-Aug-15,75,64,0,8,2015,28,2882015
240,29-Aug-15,82,63,0,8,2015,29,2982015
241,30-Aug-15,88,69.1,0,8,2015,30,3082015
242,31-Aug-15,90,71.1,0,8,2015,31,3182015
243,01-Sep-15,79,69.1,0,9,2015,1,192015
244,02-Sep-15,91,66,0,9,2015,2,292015
245,03-Sep-15,82,70,0.01,9,2015,3,392015
247,05-Sep-15,73,57.9,0,9,2015,5,592015
248,06-Sep-15,82,61,0,9,2015,6,692015
249,07-Sep-15,93,66,0,9,2015,7,792015
250,08-Sep-15,96.1,72,0.2,9,2015,8,892015
251,09-Sep-15,93,72,0,9,2015,9,992015
252,10-Sep-15,77,64,0.17,9,2015,10,1092015
253,11-Sep-15,73,63,0.66,9,2015,11,1192015
254,12-Sep-15,71.1,60.1,0.01,9,2015,12,1292015
255,13-Sep-15,66,63,0.38,9,2015,13,1392015
256,14-Sep-15,72,57,0,9,2015,14,1492015
257,15-Sep-15,84,62.1,0,9,2015,15,1592015
258,16-Sep-15,81,64.9,0,9,2015,16,1692015
259,17-Sep-15,89.1,64,0,9,2015,17,1792015
260,18-Sep-15,84.9,64.9,0,9,2015,18,1892015
261,19-Sep-15,79,62.1,0,9,2015,19,1992015
263,21-Sep-15,66,53.1,0,9,2015,21,2192015
264,22-Sep-15,68,55.9,0,9,2015,22,2292015
265,23-Sep-15,68,54,0,9,2015,23,2392015
266,24-Sep-15,73.9,57.9,0,9,2015,24,2492015
267,25-Sep-15,66,55,0,9,2015,25,2592015
268,26-Sep-15,63,50,0,9,2015,26,2692015
269,27-Sep-15,64,48,0,9,2015,27,2792015
270,28-Sep-15,78.1,55.9,0,9,2015,28,2892015
271,29-Sep-15,84,64.9,0.04,9,2015,29,2992015
272,30-Sep-15,78.1,57,2.46,9,2015,30,3092015
274,02-Oct-15,54,50,0.08,10,2015,2,2102015
275,03-Oct-15,54,48.9,0.01,10,2015,3,3102015
276,04-Oct-15,55.9,51.1,0,10,2015,4,4102015
277,05-Oct-15,61,48,0,10,2015,5,5102015
278,06-Oct-15,64,48,0,10,2015,6,6102015
279,07-Oct-15,72,52,0,10,2015,7,7102015
280,08-Oct-15,62.1,51.1,0,10,2015,8,8102015
281,09-Oct-15,72,52,0.34,10,2015,9,9102015
282,10-Oct-15,61,48,0,10,2015,10,10102015
283,11-Oct-15,68,48,0,10,2015,11,11102015
284,12-Oct-15,75.9,51.1,0,10,2015,12,12102015
285,13-Oct-15,72,55,0.12,10,2015,13,13102015
286,14-Oct-15,68,51.1,0,10,2015,14,14102015
287,15-Oct-15,62.1,46.9,0,10,2015,15,15102015
290,18-Oct-15,46.9,33.1,0,10,2015,18,18102015
291,19-Oct-15,48,31.1,0,10,2015,19,19102015
293,21-Oct-15,61,53.1,0.07,10,2015,21,21102015
295,23-Oct-15,59,39.9,0,10,2015,23,23102015
296,24-Oct-15,48.9,37.9,0,10,2015,24,24102015
297,25-Oct-15,63,48,0.03,10,2015,25,25102015
298,26-Oct-15,52,43,0,10,2015,26,26102015
299,27-Oct-15,54,37.9,0,10,2015,27,27102015
300,28-Oct-15,64.9,42.1,0.36,10,2015,28,28102015
301,29-Oct-15,75,57,0.73,10,2015,29,29102015
302,30-Oct-15,61,42.1,0,10,2015,30,30102015
303,31-Oct-15,52,37.9,0,10,2015,31,31102015
305,02-Nov-15,64,51.1,0,11,2015,2,2112015
306,03-Nov-15,73,46.9,0,11,2015,3,3112015
307,04-Nov-15,60.1,48.9,0,11,2015,4,4112015
308,05-Nov-15,75.9,50,0,11,2015,5,5112015
309,06-Nov-15,73,62.1,0,11,2015,6,6112015
310,07-Nov-15,69.1,50,0,11,2015,7,7112015
311,08-Nov-15,55.9,44.1,0,11,2015,8,8112015
312,09-Nov-15,60.1,41,0,11,2015,9,9112015
313,10-Nov-15,53.1,44.1,0.07,11,2015,10,10112015
314,11-Nov-15,50,46,0.54,11,2015,11,11112015
315,12-Nov-15,57,46,0.04,11,2015,12,12112015
316,13-Nov-15,59,46,0.01,11,2015,13,13112015
317,14-Nov-15,46.9,37,0,11,2015,14,14112015
318,15-Nov-15,54,37,0,11,2015,15,15112015
319,16-Nov-15,61,39,0,11,2015,16,16112015
320,17-Nov-15,45,33.1,0,11,2015,17,17112015
321,18-Nov-15,48,31.1,0,11,2015,18,18112015
323,20-Nov-15,61,44.1,0.86,11,2015,20,20112015
324,21-Nov-15,48,37.9,0,11,2015,21,21112015
325,22-Nov-15,48.9,36,0.3,11,2015,22,22112015
326,23-Nov-15,42.1,30.2,0.04,11,2015,23,23112015
327,24-Nov-15,44.1,29.1,0,11,2015,24,24112015
328,25-Nov-15,44.1,30.2,0,11,2015,25,25112015
329,26-Nov-15,59,37.9,0,11,2015,26,26112015
330,27-Nov-15,64,48,0,11,2015,27,27112015
331,28-Nov-15,60.1,41,0.21,11,2015,28,28112015
332,29-Nov-15,44.1,32,0,11,2015,29,29112015
333,30-Nov-15,37.9,28.2,0,11,2015,30,30112015
334,01-Dec-15,45,32,0.14,12,2015,1,1122015
335,02-Dec-15,51.1,39,0.32,12,2015,2,2122015
337,04-Dec-15,48,37.9,0,12,2015,4,4122015
338,05-Dec-15,53.1,39,0,12,2015,5,5122015
339,06-Dec-15,59,36,0,12,2015,6,6122015
340,07-Dec-15,55.9,37,0,12,2015,7,7122015
344,11-Dec-15,57.9,43,0,12,2015,11,11122015
345,12-Dec-15,61,48.9,0,12,2015,12,12122015
346,13-Dec-15,53.1,46,0,12,2015,13,13122015
347,14-Dec-15,57.9,46,0.42,12,2015,14,14122015
348,15-Dec-15,61,48,0.19,12,2015,15,15122015
349,16-Dec-15,48,37.9,0,12,2015,16,16122015
350,17-Dec-15,52,39,0.55,12,2015,17,17122015
351,18-Dec-15,52,39,0.04,12,2015,18,18122015
352,19-Dec-15,39.9,33.1,0,12,2015,19,19122015
353,20-Dec-15,41,31.1,0,12,2015,20,20122015
354,21-Dec-15,53.1,32,0,12,2015,21,21122015
355,22-Dec-15,60.1,48,0.23,12,2015,22,22122015
356,23-Dec-15,55.9,45,0.76,12,2015,23,23122015
357,24-Dec-15,69.1,48,0.24,12,2015,24,24122015
358,25-Dec-15,62.1,48.9,0,12,2015,25,25122015
359,26-Dec-15,55,41,0,12,2015,26,26122015
360,27-Dec-15,50,37.9,0.26,12,2015,27,27122015
362,29-Dec-15,39.9,24.3,1.02,12,2015,29,29122015
363,30-Dec-15,37,25.2,0.03,12,2015,30,30122015
364,31-Dec-15,46.9,33.1,0.08,12,2015,31,31122015
365,01-Jan-16,41,33.1,0,1,2016,1,112016
366,02-Jan-16,39.9,31.1,0,1,2016,2,212016
367,03-Jan-16,44.1,31.1,0,1,2016,3,312016
369,05-Jan-16,26.2,8.2,0,1,2016,5,512016
370,06-Jan-16,45,21.2,0,1,2016,6,612016
371,07-Jan-16,43,26.2,0,1,2016,7,712016
372,08-Jan-16,42.1,30.2,0,1,2016,8,812016
373,09-Jan-16,41,37.9,0.01,1,2016,9,912016
374,10-Jan-16,57.9,37.9,1.38,1,2016,10,1012016
375,11-Jan-16,51.1,25.2,0,1,2016,11,1112016
376,12-Jan-16,37,21.2,0.08,1,2016,12,1212016
377,13-Jan-16,33.1,21.2,0,1,2016,13,1312016
379,15-Jan-16,42.1,26.2,0,1,2016,15,1512016
380,16-Jan-16,43,34,1.22,1,2016,16,1612016
381,17-Jan-16,37.9,29.1,0.1,1,2016,17,1712016
382,18-Jan-16,29.1,19.2,0.11,1,2016,18,1812016
383,19-Jan-16,25.2,16.2,0,1,2016,19,1912016
384,20-Jan-16,33.1,19.2,0,1,2016,20,2012016
385,21-Jan-16,33.1,21.2,0,1,2016,21,2112016
386,22-Jan-16,32,19.2,0,1,2016,22,2212016
387,23-Jan-16,32,20.1,0.37,1,2016,23,2312016
389,25-Jan-16,35.1,26.2,0,1,2016,25,2512016
390,26-Jan-16,51.1,28.2,0,1,2016,26,2612016
391,27-Jan-16,45,31.1,0,1,2016,27,2712016
392,28-Jan-16,42.1,26.2,0,1,2016,28,2812016
393,29-Jan-16,41,33.1,0,1,2016,29,2912016
394,30-Jan-16,43,30.2,0,1,2016,30,3012016
395,31-Jan-16,57,37.9,0,1,2016,31,3112016
396,01-Feb-16,64.9,39,0,2,2016,1,122016
397,02-Feb-16,50,36,0,2,2016,2,222016
398,03-Feb-16,57,35.1,0.33,2,2016,3,322016
399,04-Feb-16,55.9,43,0.01,2,2016,4,422016
400,05-Feb-16,43,25.2,0.96,2,2016,5,522016
401,06-Feb-16,35.1,24.3,0,2,2016,6,622016
402,07-Feb-16,44.1,29.1,0,2,2016,7,722016
403,08-Feb-16,37.9,18.1,0.53,2,2016,8,822016
406,11-Feb-16,31.1,11.1,0.01,2,2016,11,1122016
407,12-Feb-16,24.3,8.2,0,2,2016,12,1222016
408,13-Feb-16,24.3,-3.8,0,2,2016,13,1322016
409,14-Feb-16,12.2,-8.9,0,2,2016,14,1422016
410,15-Feb-16,35.1,4.1,0.26,2,2016,15,1522016
411,16-Feb-16,54,31.1,0.66,2,2016,16,1622016
412,17-Feb-16,46,34,0,2,2016,17,1722016
413,18-Feb-16,35.1,24.3,0,2,2016,18,1822016
415,20-Feb-16,60.1,33.1,0.01,2,2016,20,2022016
416,21-Feb-16,54,42.1,0,2,2016,21,2122016
417,22-Feb-16,43,30.2,0,2,2016,22,2222016
419,24-Feb-16,57,37.9,0.59,2,2016,24,2422016
420,25-Feb-16,62.1,41,0.81,2,2016,25,2522016
421,26-Feb-16,41,26.2,0,2,2016,26,2622016
422,27-Feb-16,39,21.2,0,2,2016,27,2722016
423,28-Feb-16,57.9,36,0,2,2016,28,2822016
424,01-Mar-16,48.9,34,0,3,2016,1,132016
425,02-Mar-16,53.1,25.2,0.37,3,2016,2,232016
426,03-Mar-16,34,21.2,0,3,2016,3,332016
427,04-Mar-16,31.1,26.2,0.01,3,2016,4,432016
428,05-Mar-16,34,23.2,0,3,2016,5,532016
429,06-Mar-16,42.1,30.2,0,3,2016,6,632016
430,07-Mar-16,51.1,30.2,0,3,2016,7,732016
431,08-Mar-16,48,36,0,3,2016,8,832016
432,09-Mar-16,77,39.9,0,3,2016,9,932016
433,10-Mar-16,66,46.9,0.4,3,2016,10,1032016
434,11-Mar-16,50,41,0.09,3,2016,11,1132016
435,12-Mar-16,60.1,36,0,3,2016,12,1232016
436,13-Mar-16,63,45,0,3,2016,13,1332016
437,14-Mar-16,45,39,0.21,3,2016,14,1432016
438,15-Mar-16,45,41,1.14,3,2016,15,1532016
439,16-Mar-16,48,41,0.03,3,2016,16,1632016
440,17-Mar-16,64,43,0.07,3,2016,17,1732016
441,18-Mar-16,52,35.1,0.03,3,2016,18,1832016
442,19-Mar-16,45,29.1,0,3,2016,19,1932016
443,20-Mar-16,35.1,26.2,0.02,3,2016,20,2032016
444,21-Mar-16,44.1,28.2,0.22,3,2016,21,2132016
445,22-Mar-16,48.9,33.1,0,3,2016,22,2232016
448,25-Mar-16,46,37,0.16,3,2016,25,2532016
449,26-Mar-16,43,34,0,3,2016,26,2632016
450,27-Mar-16,42.1,34,0,3,2016,27,2732016
451,28-Mar-16,46.9,37.9,0.41,3,2016,28,2832016
452,29-Mar-16,51.1,37.9,0,3,2016,29,2932016
453,30-Mar-16,59,34,0,3,2016,30,3032016
454,31-Mar-16,71.1,43,0,3,2016,31,3132016
455,01-Apr-16,69.1,59,0.05,4,2016,1,142016
456,02-Apr-16,59,42.1,0.32,4,2016,2,242016
457,03-Apr-16,43,29.1,0.49,4,2016,3,342016
458,04-Apr-16,30.2,24.3,0.41,4,2016,4,442016
459,05-Apr-16,37,22.1,0,4,2016,5,542016
460,06-Apr-16,42.1,25.2,0,4,2016,6,642016
461,07-Apr-16,57.9,42.1,1.03,4,2016,7,742016
463,09-Apr-16,46,32,0,4,2016,9,942016
464,10-Apr-16,48.9,31.1,0,4,2016,10,1042016
465,11-Apr-16,60.1,42.1,0.01,4,2016,11,1142016
466,12-Apr-16,60.1,43,0.22,4,2016,12,1242016
467,13-Apr-16,50,37.9,0,4,2016,13,1342016
468,14-Apr-16,48.9,37.9,0,4,2016,14,1442016
469,15-Apr-16,54,37.9,0,4,2016,15,1542016
470,16-Apr-16,54,41,0,4,2016,16,1642016
471,17-Apr-16,54,39,0,4,2016,17,1742016
472,18-Apr-16,66.9,42.1,0,4,2016,18,1842016
473,19-Apr-16,54,44.1,0.02,4,2016,19,1942016
474,20-Apr-16,51.1,44.1,0,4,2016,20,2042016
475,21-Apr-16,77,43,0,4,2016,21,2142016
477,23-Apr-16,64,48,0.09,4,2016,23,2342016
478,24-Apr-16,50,42.1,0,4,2016,24,2442016
479,25-Apr-16,57,44.1,0,4,2016,25,2542016
480,26-Apr-16,51.1,37,0.27,4,2016,26,2642016
481,27-Apr-16,62.1,37,0,4,2016,27,2742016
482,28-Apr-16,54,41,0,4,2016,28,2842016
483,29-Apr-16,51.1,43,0,4,2016,29,2942016
484,30-Apr-16,55,41,0,4,2016,30,3042016
485,01-May-16,53.1,43,0.1,5,2016,1,152016
486,02-May-16,51.1,43,0.39,5,2016,2,252016
487,03-May-16,48.9,45,0.1,5,2016,3,352016
488,04-May-16,50,43,0.48,5,2016,4,452016
489,05-May-16,46.9,44.1,0.15,5,2016,5,552016
490,06-May-16,53.1,46,0.09,5,2016,6,652016
492,08-May-16,63,46,0.02,5,2016,8,852016
493,09-May-16,66,46,0,5,2016,9,952016
494,10-May-16,71.1,46.9,0,5,2016,10,1052016
495,11-May-16,68,54,0,5,2016,11,1152016
496,12-May-16,66,54,0,5,2016,12,1252016
